Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,return,log return
12-Nov-12,64,74.9,64,71.5,70.68577692,17199513,70974,1215760939,2607403,15.16,10.9,7.5,0.113707165,0.046771014
13-Nov-12,72.1,84.3,71.7,83,79.88509072,18494425,79727,1477428819,2293294,12.4,12.6,10.9,0.160839161,0.064772051
15-Nov-12,82.9,88.05,81.2,86.2,84.88634746,23214509,119130,1970594877,2322748,10.01,6.85,3.3,0.038554217,0.016429173
16-Nov-12,86.5,89.25,82.65,83.55,86.52583349,10618698,54941,918791695,2019725,19.02,6.6,-2.95,-0.030742459,-0.013560812
19-Nov-12,83.75,84.5,75.2,75.55,77.46721167,8796101,48632,681409418,1823160,20.73,9.3,-8.2,-0.095751047,-0.043711986
20-Nov-12,75,76.9,71.8,74.75,74.23234326,12417158,61476,921754735,1486826,11.97,5.1,-0.25,-0.010589014,-0.004623272
21-Nov-12,75.2,78.4,74.2,77.25,76.58631412,8688943,44762,665454118,1111966,12.8,4.2,2.05,0.033444816,0.014287291
22-Nov-12,77.9,79.1,76.5,76.85,77.87073174,5334991,25962,415439653,1071053,20.08,2.6,-1.05,-0.005177994,-0.002254616
23-Nov-12,77.1,77.35,74.65,74.95,75.78287829,3172032,16780,240385715,736801,23.23,2.7,-2.15,-0.024723487,-0.010872235
26-Nov-12,75.45,76.8,74.95,75.25,75.91838881,2784422,15397,211388832,620045,22.27,1.85,-0.2,0.004002668,0.001734867
27-Nov-12,76.05,77.8,75.3,76.05,76.76121565,3073987,16354,235962979,759749,24.72,2.5,0,0.010631229,0.004592714
29-Nov-12,77.9,77.9,74.75,75.15,75.73955948,2314947,12802,175333066,727786,31.44,3.15,-2.75,-0.01183432,-0.005170233
30-Nov-12,75.3,76,74.55,74.75,75.31274902,1525741,8127,114907749,545973,35.78,1.45,-0.55,-0.005322688,-0.002317788
3-Dec-12,74.9,75.3,71.45,72.4,72.77817826,891157,5876,64856783,891157,100,3.85,-2.5,-0.031438127,-0.013872631
4-Dec-12,72.35,76,70.15,76,74.11660156,777391,4876,57617579,777391,100,5.85,3.65,0.049723757,0.021075026
5-Dec-12,78.7,79.8,77.1,79.8,79.12346551,1200157,6233,94960581,1200157,100,2.7,1.1,0.05,0.021189299
6-Dec-12,81.5,83.75,79.85,83.75,82.38708691,1383418,8696,113975779,1383418,100,3.9,2.25,0.049498747,0.020981924
7-Dec-12,85.5,87.9,84.9,87.9,87.37138417,1382116,7803,120757388,1382116,100,3,2.4,0.049552239,0.021004059
10-Dec-12,91.3,92.25,88.65,90.6,91.70902837,1924789,10252,176520529,1924789,100,3.6,-0.7,0.030716724,0.013139323
11-Dec-12,89,92,86.1,87.85,88.34195521,1571583,10004,138836715,1571583,100,5.9,-1.15,-0.030353201,-0.013386432
12-Dec-12,88.5,92.2,86.8,91.95,91.09330708,1523968,8431,138823285,1523968,100,5.4,3.45,0.046670461,0.019809968
13-Dec-12,92.85,94.05,89,90.9,92.28518581,1247257,7114,115103344,1247257,100,5.05,-1.95,-0.01141925,-0.00498785
14-Dec-12,91.5,91.7,88.25,89.45,89.63834949,483511,3347,43341128,483511,100,3.45,-2.05,-0.015951595,-0.006983538
17-Dec-12,90.05,90.35,87.75,88.4,89.05099314,399995,2890,35619952,399995,100,2.6,-1.65,-0.011738401,-0.00512808
18-Dec-12,90.2,92.8,87.1,92.75,91.99104157,2019885,6687,185811325,2019885,100,5.7,2.55,0.049208145,0.020861653
19-Dec-12,97.35,97.35,92.5,93,94.29967401,1712324,8647,161471595,1712324,100,4.85,-4.35,0.002695418,0.00116903
20-Dec-12,94.4,94.4,90.9,91.8,91.87573566,408476,3131,37529033,408476,100,3.5,-2.6,-0.012903226,-0.005640267
21-Dec-12,92.05,92.05,89.25,89.7,90.30356553,568892,4144,51372976,568892,100,2.8,-2.35,-0.022875817,-0.010050238
24-Dec-12,89.1,90.9,89.1,89.95,89.88653624,301929,2121,27139352,301929,100,1.8,0.85,0.002787068,0.001208725
26-Dec-12,89.8,90.9,89,89.35,89.85706621,337359,2274,30314090,337359,100,1.9,-0.45,-0.006670372,-0.002906611
27-Dec-12,90,90.1,87.7,88.05,89.10887183,324409,2383,28907720,324409,100,2.4,-1.95,-0.014549524,-0.006365197
28-Dec-12,88.9,89,87,87.8,87.85418313,339124,2590,29793462,339124,100,2,-1.1,-0.002839296,-0.001234844
31-Dec-12,87.6,89.9,87.5,89,88.87350649,233008,1965,20708238,233008,100,2.4,1.4,0.013667426,0.005895491
1-Jan-13,89.25,93.45,89.25,93.05,91.68691861,620714,4219,56911354,620714,100,4.2,3.8,0.045505618,0.019326371
2-Jan-13,94.7,94.85,92.2,92.9,93.47967452,696441,4181,65103078,696441,100,2.65,-1.8,-0.001612037,-0.000700663
3-Jan-13,93.9,94,91.6,92.1,92.49538403,326692,2092,30217502,326692,100,2.4,-1.8,-0.00861141,-0.003756084
4-Jan-13,92,95.95,90.6,94.35,93.3123383,736714,3523,68744506,736714,100,5.35,2.35,0.024429967,0.010482274
7-Jan-13,95.8,95.8,92.6,93.1,93.79652707,526011,2938,49338005,526011,100,3.2,-2.7,-0.013248543,-0.005792224
8-Jan-13,93.8,93.95,92,92.3,92.58685839,266284,1811,24654399,266284,100,1.95,-1.5,-0.008592911,-0.00374798
9-Jan-13,93.1,93.1,91,91.5,91.93577558,272918,2122,25090928,272918,100,2.1,-1.6,-0.008667389,-0.003780607
10-Jan-13,91.5,92.2,89.15,89.9,90.4434845,330573,2465,29898174,330573,100,3.05,-1.6,-0.017486339,-0.007661402
11-Jan-13,91,91,87,87.45,88.49857684,378383,2835,33486357,378383,100,4,-3.55,-0.027252503,-0.011999878
14-Jan-13,89,91.8,87.05,91.75,90.02687,416524,2634,37498352,416524,100,4.75,2.75,0.049170955,0.020846259
15-Jan-13,92.1,92.55,89.5,89.95,90.57111281,258329,1782,23397145,258329,100,3.05,-2.15,-0.019618529,-0.008604905
16-Jan-13,91.4,91.95,89,89.4,90.45939715,305348,2190,27621596,305348,100,2.95,-2,-0.006114508,-0.002663649
17-Jan-13,90.75,90.75,88.2,89.1,89.42944112,221425,1576,19801914,221425,100,2.55,-1.65,-0.003355705,-0.001459815
18-Jan-13,89,90.4,88.1,88.4,89.11431229,191353,1407,17052291,191353,100,2.3,-0.6,-0.007856341,-0.003425439
21-Jan-13,89,90.65,88.5,88.8,89.32729132,230828,1586,20619240,230828,100,2.15,-0.2,0.004524887,0.001960701
22-Jan-13,88.1,89.8,87.6,87.95,88.55502948,209097,1414,18516591,209097,100,2.2,-0.15,-0.009572072,-0.004177122
23-Jan-13,88.95,88.95,84.2,86.3,86.8493663,305111,2457,26498697,305111,100,4.75,-2.65,-0.018760659,-0.008225048
24-Jan-13,86.9,87,82.75,84.6,84.63651804,417443,2946,35330922,417443,100,4.25,-2.3,-0.019698725,-0.008640433
25-Jan-13,85.9,87,83.25,85.55,85.18359223,356453,1891,30363947,356453,100,3.75,-0.35,0.011229314,0.004849651
28-Jan-13,86.5,86.5,84.5,84.95,85.2147199,261904,1232,22318076,261904,100,2,-1.55,-0.007013442,-0.003056631
29-Jan-13,85,89,84.25,85.05,86.02673706,622245,3058,53529707,622245,100,4.75,0.05,0.001177163,0.000510935
30-Jan-13,85,85,80.8,80.8,81.96559167,687043,5077,56313886,687043,100,4.2,-4.2,-0.049970606,-0.022262957
31-Jan-13,80,83,76.8,82.1,80.1572012,542076,4119,43451295,542076,100,6.2,2.1,0.016089109,0.006931796
1-Feb-13,81.4,82.7,80.05,81.05,81.36938539,236815,1985,19269491,236815,100,2.65,-0.35,-0.012789281,-0.005590138
4-Feb-13,81.5,82.3,79.15,79.6,80.8591197,227853,1810,18423993,227853,100,3.15,-1.9,-0.017890191,-0.007839951
5-Feb-13,79,79.8,77.1,79.3,78.34602596,232786,1975,18237858,232786,100,2.7,0.3,-0.003768844,-0.00163988
6-Feb-13,79.3,81.45,78.7,79.35,80.31364152,205263,1541,16485419,205263,100,2.75,0.05,0.000630517,0.000273744
7-Feb-13,79,80.4,76.9,77.8,78.40094392,232010,1810,18189803,232010,100,3.5,-1.2,-0.019533711,-0.008567334
8-Feb-13,78.5,81.65,77,79.5,79.47851286,364055,2688,28934550,364055,100,4.65,1,0.0218509,0.009387532
11-Feb-13,79,80.8,78.55,79.3,79.48841275,193359,1205,15369800,193359,100,2.25,0.3,-0.002515723,-0.001093941
12-Feb-13,79.3,80,77.85,78.8,78.65015561,175438,1255,13798226,175438,100,2.15,-0.5,-0.00630517,-0.00274697
13-Feb-13,79,79.9,77.5,77.7,78.77468723,153946,1014,12127048,153946,100,2.4,-1.3,-0.013959391,-0.006105199
14-Feb-13,77.7,78.5,75.1,75.5,76.31217743,228242,1768,17417644,228242,100,3.4,-2.2,-0.028314028,-0.012474067
15-Feb-13,76.2,76.2,73,74.85,74.06046289,255049,2072,18889047,255049,100,3.2,-1.35,-0.008609272,-0.003755147
18-Feb-13,71.6,78,71.6,77.45,76.31819446,212169,1628,16192355,212169,100,6.4,5.85,0.034736139,0.014829617
19-Feb-13,78.2,80.5,78.1,79.95,79.68890472,193677,1412,15433908,193677,100,2.4,1.75,0.03227889,0.013797046
20-Feb-13,81,81.8,79.1,79.75,79.83674404,148503,964,11855996,148503,100,2.7,-1.25,-0.002501563,-0.001087776
21-Feb-13,77.1,79.4,77.1,77.8,78.01573172,162665,1089,12690429,162665,100,2.3,0.7,-0.024451411,-0.010751095
22-Feb-13,77.9,81.65,77.15,81.65,80.12463586,282856,1611,22663734,282856,100,4.5,3.75,0.049485861,0.020976592
25-Feb-13,85.7,85.7,81,85.7,84.95394839,1034535,3999,87887833,1034535,100,4.7,0,0.04960196,0.021024633
26-Feb-13,86.45,86.45,81.45,81.45,82.55190278,447240,2921,36920513,447240,100,5,-5,-0.049591599,-0.022089733
27-Feb-13,81.45,83.2,78.1,81.75,80.91953748,322324,2321,26082309,322324,100,5.1,0.3,0.003683241,0.001596673
28-Feb-13,82.5,83.6,77.75,78.4,80.63845689,431907,3077,34828314,431907,100,5.85,-4.1,-0.040978593,-0.018171699
1-Mar-13,78.4,81.7,78.1,79.05,79.61610042,468435,4073,37294968,236563,50.5,3.6,0.65,0.008290816,0.003585812
4-Mar-13,78.9,79.4,75.45,76.25,76.81584123,426078,3117,32729540,250847,58.87,3.95,-2.65,-0.03542062,-0.015662026
5-Mar-13,76.9,80.05,76.6,80.05,78.6308326,516622,3990,40622418,283149,54.81,3.45,3.15,0.049836066,0.021121488
6-Mar-13,82,82.9,80.1,80.45,81.66690287,842484,6619,68803059,374006,44.39,2.8,-1.55,0.004996877,0.002164712
7-Mar-13,80.45,84.15,79.4,82.6,82.71606023,1431219,11397,118384797,334820,23.39,4.75,2.15,0.026724674,0.011453999
8-Mar-13,83,83.9,82,82.35,82.83500733,612506,4873,50736939,265265,43.31,1.9,-0.65,-0.003026634,-0.001316444
11-Mar-13,81.4,82.7,79,81.05,81.20309121,509185,4725,41347396,210864,41.41,3.7,-0.35,-0.015786278,-0.006910584
12-Mar-13,81.55,82.4,80.4,80.75,81.33636883,339538,2983,27616788,132773,39.1,2,-0.8,-0.003701419,-0.001610488
13-Mar-13,81,81.95,80,80.3,80.65810993,395478,3300,31898508,150122,37.96,1.95,-0.7,-0.005572755,-0.002426986
14-Mar-13,80.35,81.25,78.35,80.05,79.89531588,605450,5258,48372619,173937,28.73,2.9,-0.3,-0.003113325,-0.001354209
15-Mar-13,80.55,84.2,80.5,81.2,82.43799984,1377432,10401,113552739,412282,29.93,3.7,0.65,0.014366021,0.006194693
18-Mar-13,78.8,80.8,78.8,79.25,79.85190755,487459,3322,38924531,224348,46.02,2,0.45,-0.024014778,-0.010556758
19-Mar-13,80.25,80.65,77.1,77.6,78.3761328,740975,5317,58074755,297696,40.18,3.55,-2.65,-0.020820189,-0.00913755
20-Mar-13,77.7,78.5,75,75.3,76.51544049,662317,5112,50677477,274884,41.5,3.5,-2.4,-0.029639175,-0.013066745
21-Mar-13,75.5,76.7,72.4,72.75,74.45005789,943152,7071,70217721,304830,32.32,4.3,-2.75,-0.033864542,-0.014961979
22-Mar-13,72.95,73.55,70.3,71.35,71.58966412,799506,6813,57236366,275175,34.42,3.25,-1.6,-0.019243986,-0.00843902
25-Mar-13,73,73.85,70.95,71.55,72.27697713,609989,4926,44088161,249949,40.98,2.9,-1.45,0.002803083,0.001215661
26-Mar-13,72.1,74.25,71.8,72.7,73.12551558,617756,5459,45173726,175208,28.36,2.45,0.6,0.016072676,0.006924773
28-Mar-13,72.75,74.3,71.6,73.95,73.09257463,400088,3809,29243462,173490,43.36,2.7,1.2,0.017193948,0.007403767
1-Apr-13,74.55,77.4,73.8,76.8,75.94418051,546440,4687,41498938,166408,30.45,3.6,2.25,0.038539554,0.016423042
2-Apr-13,77.1,77.9,76.15,77,76.91697664,492789,3906,37903840,153409,31.13,1.75,-0.1,0.002604167,0.001129505
