Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,return,log return
29-Oct-13,75.75,79.5,74.55,79.05,77.66830306,1494340,12408,116062852,378788,25.35,4.95,3.3,0.043564356,0.018519237
30-Oct-13,79.7,81.4,79.3,80,80.48225245,1941226,15733,156234241,451651,23.27,2.1,0.3,0.01201771,0.005188113
31-Oct-13,81,83.2,80.85,82.55,82.32469732,2022539,15947,166504911,541136,26.76,2.35,1.55,0.031875,0.013627091
1-Nov-13,83.05,84.1,81.75,82.85,83.03408069,1852574,14199,153826779,476732,25.73,2.35,-0.2,0.003634161,0.001575435
3-Nov-13,83.8,84,82.7,83.15,83.32589769,743939,5813,61989385,355534,47.79,1.3,-0.65,0.003621002,0.001569741
5-Nov-13,82.15,82.95,79.8,80.1,80.68742781,1204253,10096,97168077,457005,37.95,3.15,-2.05,-0.036680698,-0.016229737
6-Nov-13,79.9,80.7,78.9,79.85,79.84241569,848073,7299,67712197,219884,25.93,1.8,-0.05,-0.003121099,-0.001357596
7-Nov-13,80.25,80.4,77.1,77.5,78.83330688,623823,5542,49178030,256480,41.11,3.3,-2.75,-0.029430182,-0.012973218
8-Nov-13,77.5,79.3,76.5,77.35,77.67787334,828792,7578,64378800,219408,26.47,2.8,-0.15,-0.001935484,-0.000841384
11-Nov-13,77.3,78.15,76.7,77.1,77.40355466,549814,5002,42557558,204365,37.17,1.45,-0.2,-0.003232062,-0.00140594
12-Nov-13,77.8,78.75,76.15,76.5,77.55645988,552286,4623,42833347,184553,33.42,2.6,-1.3,-0.007782101,-0.003392943
13-Nov-13,76.55,77.3,75.45,76.15,76.13743099,483057,4641,36778719,159647,33.05,1.85,-0.4,-0.004575163,-0.001991527
14-Nov-13,77,78.1,76.8,77.65,77.52258397,413147,4072,32028223,147637,35.73,1.3,0.65,0.019697965,0.008471552
18-Nov-13,78.4,80.1,78,78.25,78.80111429,962583,7765,75852613,318055,33.04,2.1,-0.15,0.00772698,0.003342886
19-Nov-13,78,78.55,77.3,77.7,77.92946942,646996,5294,50420055,249388,38.55,1.25,-0.3,-0.007028754,-0.003063327
20-Nov-13,77.75,79.65,76.75,77.05,78.14414582,952362,7442,74421515,297793,31.27,2.9,-0.7,-0.008365508,-0.003648376
21-Nov-13,77,77.8,75.85,76.25,76.66740918,505041,4894,38720185,141001,27.92,1.95,-0.75,-0.010382868,-0.004532795
22-Nov-13,76.8,77.35,75.2,76,76.2713413,460000,4345,35084817,182219,39.61,2.15,-0.8,-0.003278689,-0.001426256
25-Nov-13,77.65,78.05,75.6,75.8,76.56341139,984208,7402,75354322,478499,48.62,2.45,-1.85,-0.002631579,-0.001144387
26-Nov-13,75.8,76.3,74.4,74.55,75.4038399,719602,6497,54260754,304916,42.37,1.9,-1.25,-0.016490765,-0.007221558
27-Nov-13,74.65,75.1,73.05,73.45,73.66462734,454235,4227,33461052,191083,42.07,2.05,-1.2,-0.014755198,-0.006455848
28-Nov-13,74.2,74.25,73,73.15,73.46456089,593384,5213,43592695,303177,51.09,1.25,-1.05,-0.004084411,-0.00177747
29-Nov-13,73.4,75.4,73.2,74.85,74.69623728,705554,7525,52702229,208921,29.61,2.2,1.45,0.023239918,0.009977474
2-Dec-13,75,75.75,74.8,75.05,75.2231358,634869,5225,47756837,299506,47.18,0.95,0.05,0.002672011,0.001158892
3-Dec-13,74.85,75.85,74.35,74.85,75.0439998,514866,4336,38637604,173811,33.76,1.5,0,-0.00266489,-0.001158892
4-Dec-13,74.6,75.4,73.8,74.05,74.61257624,499275,4523,37252194,166995,33.45,1.6,-0.55,-0.010688043,-0.004666742
5-Dec-13,75,77.1,74.5,76.3,76.07631405,1217443,10310,92618576,332043,27.27,2.6,1.3,0.030384875,0.012999475
6-Dec-13,76.95,77.85,76.35,76.55,76.97043769,909029,7099,69968360,354881,39.04,1.5,-0.4,0.00327654,0.001420657
9-Dec-13,78,78,74.35,74.6,75.63707994,852860,7504,64507840,443050,51.95,3.65,-3.4,-0.025473547,-0.011206368
10-Dec-13,74.55,74.85,71.2,71.65,72.6714256,936835,7804,68081135,525138,56.05,3.65,-2.9,-0.039544236,-0.017522633
11-Dec-13,71.65,72.9,70.25,71.75,71.76803428,834300,7528,59876071,268939,32.24,2.65,0.1,0.001395673,0.000605711
12-Dec-13,71.35,72.5,71.1,71.65,71.90189803,406526,3728,29229991,151588,37.29,1.4,0.3,-0.001393728,-0.000605711
13-Dec-13,71.25,72.1,70.5,70.6,71.14900817,432332,3950,30759993,191934,44.4,1.6,-0.65,-0.014654571,-0.006411494
16-Dec-13,71,71.8,70.05,70.8,70.91753821,513074,4827,36385945,188384,36.72,1.75,-0.2,0.002832861,0.001228557
17-Dec-13,71.05,71.5,69.1,69.3,70.17552723,593999,5308,41684193,316071,53.21,2.4,-1.75,-0.021186441,-0.009300023
18-Dec-13,69.2,70.6,69.1,69.95,69.99632066,535151,4680,37458601,230927,43.15,1.5,0.75,0.009379509,0.004054484
19-Dec-13,70.15,70.55,68.25,68.55,69.24495058,409948,3419,28386829,207197,50.54,2.3,-1.6,-0.020014296,-0.00878026
20-Dec-13,68.55,68.85,67.65,68,68.13687103,1038094,7303,70732477,499582,48.12,1.2,-0.55,-0.008023341,-0.003498546
23-Dec-13,68.5,73.8,67.9,72.45,71.26754352,3750474,32265,267287069,901152,24.03,5.9,3.95,0.065441176,0.027529477
24-Dec-13,73.2,75.55,72.1,74.3,74.01336572,2245970,17368,166231799,475395,21.17,3.45,1.1,0.025534852,0.010950424
26-Dec-13,74.75,76.5,74.3,74.9,75.44962628,1342039,10311,101256341,432562,32.23,2.2,0.15,0.00807537,0.003493004
27-Dec-13,75.65,75.9,74,74.2,74.96679459,809868,6005,60713208,313045,38.65,1.9,-1.45,-0.009345794,-0.004077912
30-Dec-13,74.95,75.7,74.1,74.7,74.89987458,550170,4987,41207664,186955,33.98,1.6,-0.25,0.006738544,0.002916697
31-Dec-13,75,75.95,73.7,74.7,74.75600521,810005,6755,60552738,234138,28.91,2.25,-0.3,0,0
1-Jan-14,75.05,75.9,74.5,75.2,75.2830157,613973,4822,46221739,214994,35.02,1.4,0.15,0.00669344,0.002897239
2-Jan-14,75.3,75.9,71.4,71.95,73.82925507,924332,6777,68242743,393443,42.57,4.5,-3.35,-0.043218085,-0.019187042
3-Jan-14,71.3,73.5,70.85,72.95,72.22489728,700711,8431,50608780,231218,33,2.65,1.65,0.013898541,0.005994498
6-Jan-14,73,74.5,72.6,73.55,73.65869757,644824,5393,47496896,205621,31.89,1.9,0.55,0.008224812,0.003557381
7-Jan-14,74,74.45,72.55,72.9,73.36211408,478051,3867,35070832,159544,33.37,1.9,-1.1,-0.008837525,-0.003855149
8-Jan-14,73,73.85,72.2,72.5,72.95041003,444727,3812,32443017,154498,34.74,1.65,-0.5,-0.005486968,-0.002389522
9-Jan-14,72.05,73.8,71.85,72.3,72.88676921,570684,4672,41595313,153365,26.87,1.95,0.25,-0.002758621,-0.001199709
10-Jan-14,72.3,73.4,71.35,71.65,72.38652161,492596,4283,35657311,184951,37.55,2.05,-0.65,-0.008990318,-0.003922103
13-Jan-14,72,72.45,71.3,71.8,71.92470493,337034,3273,24241071,139852,41.49,1.15,-0.2,0.00209351,0.00090825
14-Jan-14,72.45,75.25,71.95,73.8,74.13884275,1754971,15415,130111519,417762,23.8,3.3,1.35,0.027855153,0.011931918
15-Jan-14,74.4,74.7,72.95,73.25,73.64983546,615662,5243,45343405,231735,37.64,1.75,-1.15,-0.007452575,-0.003248733
16-Jan-14,73.75,74.2,71.8,72,72.71684085,446551,5108,32471778,211886,47.45,2.4,-1.75,-0.017064846,-0.007475133
17-Jan-14,72,72.3,70.2,70.55,71.28129973,560548,5232,39956590,255806,45.63,2.1,-1.45,-0.020138889,-0.008835478
20-Jan-14,70.85,71.95,70.6,71.6,71.3942082,412480,3511,29448683,144405,35.01,1.35,0.75,0.014883062,0.006416004
21-Jan-14,71.95,72.9,71.4,72.25,72.20117646,448805,3984,32404249,153810,34.27,1.5,0.3,0.009078212,0.003924829
22-Jan-14,72.3,73.8,72.3,73.1,73.09720881,605583,6069,44266427,183861,30.36,1.5,0.8,0.011764706,0.005079526
23-Jan-14,73,74.55,72.9,73.6,73.75173649,840490,7092,61987597,264495,31.47,1.65,0.6,0.006839945,0.002960437
24-Jan-14,69.9,71.85,69.15,70.5,70.8144215,833367,7018,59014402,330536,39.66,2.7,0.6,-0.042119565,-0.018688697
27-Jan-14,69.75,69.75,68.5,68.8,68.91061327,607428,4731,41858236,262621,43.23,1.25,-0.95,-0.024113475,-0.010600679
28-Jan-14,69,69.65,68.1,68.6,68.8659566,383816,3315,26431856,170032,44.3,1.55,-0.4,-0.002906977,-0.001264323
29-Jan-14,69.25,69.9,68.55,68.8,69.18052885,307347,3001,21262428,113967,37.08,1.35,-0.45,0.002915452,0.001264323
30-Jan-14,68.15,68.45,67.1,67.45,67.72703751,425531,3854,28819954,211508,49.7,1.35,-0.7,-0.019622093,-0.008606484
31-Jan-14,67.8,69,67.5,68.55,68.2931628,342772,2918,23408984,139805,40.79,1.5,0.75,0.016308377,0.007025505
3-Feb-14,68.55,69.7,67.5,67.6,68.40066123,426178,3524,29150857,179007,42,2.2,-0.95,-0.013858497,-0.006060763
4-Feb-14,67.25,68.2,66.7,67.85,67.56069404,423147,3631,28588105,150654,35.6,1.5,0.6,0.003698225,0.001603156
5-Feb-14,67.8,68.75,67.8,68.45,68.28794953,373114,2944,25479190,142600,38.22,0.95,0.65,0.008843036,0.0038236
6-Feb-14,68.75,69.75,68,69.3,68.84870564,553788,4562,38127587,158432,28.61,1.75,0.55,0.012417823,0.005359782
7-Feb-14,69.6,74.9,69.1,74.15,72.61760126,2069102,18083,150253224,474711,22.94,5.8,4.55,0.06998557,0.029377921
10-Feb-14,74.6,75.25,73.05,73.4,74.1040648,1471218,11120,109023234,438317,29.79,2.2,-1.2,-0.010114633,-0.004415095
11-Feb-14,73.5,73.7,71.45,71.65,72.3614686,678034,4990,49063536,259195,38.23,2.25,-1.85,-0.023841962,-0.010479865
12-Feb-14,72,72.35,70.55,70.8,71.42244644,438555,3683,31322671,151082,34.45,1.8,-1.2,-0.011863224,-0.005182937
13-Feb-14,70.85,71.2,69.55,69.7,70.29177088,459806,3387,32320578,203679,44.3,1.65,-1.15,-0.015536723,-0.00680048
14-Feb-14,69.65,70.7,69.25,69.95,70.00834471,449027,3715,31435637,152745,34.02,1.45,0.3,0.003586801,0.001554941
17-Feb-14,70.75,73.3,69.1,72,71.58945513,1173348,9611,83999344,215062,18.33,4.2,1.25,0.029306648,0.012544778
18-Feb-14,72.5,73.65,71.75,72.55,72.75803685,855684,8102,62257888,239979,28.05,1.9,0.05,0.007638889,0.00330492
19-Feb-14,72.8,74.2,72.2,73.65,73.46709158,866055,7850,63626542,224480,25.92,2,0.85,0.015161957,0.006535334
20-Feb-14,73.45,74.25,72.6,73.1,73.26844918,720669,5893,52802300,201805,28,1.65,-0.35,-0.007467753,-0.003255374
21-Feb-14,73.4,73.75,72.2,72.45,72.90817976,501164,4161,36538955,199761,39.86,1.55,-0.95,-0.008891929,-0.003878987
24-Feb-14,72.6,75.55,72.6,75.1,74.58331546,1548296,12235,115477049,474494,30.65,2.95,2.5,0.03657695,0.015601547
25-Feb-14,76,78.8,76,78,77.91769693,3645660,26457,284061431,1117755,30.66,2.8,2,0.03861518,0.016454666
26-Feb-14,78.45,78.7,75.55,75.8,76.37888233,1121525,8647,85660826,407296,36.32,3.15,-2.65,-0.028205128,-0.012425397
28-Feb-14,75.55,77.5,75.55,76.85,76.85325009,763871,5602,58705969,278848,36.5,1.95,1.3,0.013852243,0.005974666
3-Mar-14,76.95,79.05,75.45,77.1,77.59501373,1440676,11119,111789274,349184,24.24,3.6,0.15,0.00325309,0.001410506
4-Mar-14,77.7,78.65,77.25,77.7,77.94161228,1021893,9376,79647988,378954,37.08,1.4,0,0.007782101,0.003366641
5-Mar-14,78.25,79.25,77.4,78.35,78.42302144,1152847,8499,90409745,272172,23.61,1.85,0.1,0.008365508,0.003617982
6-Mar-14,78.9,79.5,77.9,78.1,78.68394603,1230524,9230,96822484,369777,30.05,1.6,-0.8,-0.00319081,-0.001387967
7-Mar-14,78.5,79.45,77.4,77.65,78.45993896,1341041,9666,105217995,407389,30.38,2.05,-0.85,-0.005761844,-0.002509574
10-Mar-14,77.4,81.8,77,80.5,80.04643571,2937696,22322,235152094,708719,24.12,4.8,3.1,0.036703155,0.01565442
11-Mar-14,81.15,82.65,80.5,81.15,81.5987339,2157010,16608,176009285,559209,25.93,2.15,0,0.008074534,0.003492644
12-Mar-14,83,86.35,82.9,85.2,84.97208984,5069660,39175,430779605,1210265,23.87,3.45,2.2,0.049907579,0.021151071
13-Mar-14,86.6,88.35,78.4,79.2,82.82562335,7191840,50976,595668631,2312858,32.16,9.95,-7.4,-0.070422535,-0.031714413
14-Mar-14,75,76.8,73.75,74.3,74.98643278,6164342,37926,462242017,1911317,31.01,3.05,-0.7,-0.061868687,-0.027736368
18-Mar-14,72.9,75.75,72.7,73.55,74.11929579,7627377,36675,565335812,2632227,34.51,3.05,0.65,-0.010094213,-0.004406137
19-Mar-14,73.9,74.3,71,71.45,72.74013276,3550536,21314,258266460,1633391,46,3.3,-2.45,-0.028552005,-0.012580444
20-Mar-14,72.5,73.4,70.7,70.95,72.10240163,4500778,26927,324516903,1867986,41.5,2.7,-1.55,-0.006997901,-0.003049833
21-Mar-14,71.6,72.8,71.05,71.9,71.85250863,2425708,13990,174293205,764884,31.53,1.75,0.3,0.013389711,0.005776491
22-Mar-14,72.8,73.4,72.4,73.2,73.09881205,998360,6176,72978930,384820,38.55,1,0.4,0.018080668,0.007782191
24-Mar-14,74,74.1,72.55,72.75,73.28725822,2046072,12473,149951007,840065,41.06,1.55,-1.25,-0.006147541,-0.002678083
25-Mar-14,72.9,73.35,72,72.1,72.47816006,1387481,10035,100562070,620825,44.74,1.35,-0.8,-0.008934708,-0.003897733
26-Mar-14,71.85,72.95,71,71.2,71.85294515,2875308,19634,206599348,1284054,44.66,1.95,-0.65,-0.012482663,-0.005455271
27-Mar-14,71.5,75.35,71.4,74.1,73.94506649,5129419,31856,379295229,1835204,35.78,3.95,2.6,0.040730337,0.017338214
28-Mar-14,75,75.3,73.9,74.4,74.55745972,2293224,13673,170976956,1011536,44.11,1.4,-0.6,0.004048583,0.001754728
31-Mar-14,75.45,75.65,72.85,73.6,74.32648689,3218117,19827,239191331,1141688,35.48,2.8,-1.85,-0.010752688,-0.004695121
1-Apr-14,74.1,75.85,72.85,75.3,74.4751311,3318301,30809,247130902,930899,28.05,3,1.2,0.023097826,0.009917162
2-Apr-14,78.6,79,76.5,77.25,77.26245263,4872483,30357,376459987,1914197,39.29,2.5,-1.35,0.025896414,0.011103512
3-Apr-14,70.5,72.2,69.25,69.75,70.4998946,10080527,55201,710676091,4091759,40.59,2.95,-0.75,-0.097087379,-0.044354276
4-Apr-14,69.65,70.35,69.1,69.5,69.66311178,2476219,12871,172501121,849460,34.3,1.25,-0.15,-0.003584229,-0.001559407
7-Apr-14,70.9,71,66,67.35,67.3763137,1785319,14576,120288213,841219,23.56,5,-3.55,-0.030935252,-0.013647205
9-Apr-14,68,68.8,67.4,68.2,68.29085027,1521924,11916,103933484,671836,22.07,1.4,0.2,0.012620638,0.005446775
10-Apr-14,68.5,69.45,68.1,68.55,68.81211394,1909189,15234,131375331,739114,38.71,1.35,0.05,0.005131965,0.002223084
11-Apr-14,67.95,68.25,67.05,67.2,67.50779679,1748026,13530,118005384,818749,46.84,1.2,-0.75,-0.019693654,-0.008638186
15-Apr-14,67.5,69.3,67.45,67.65,68.16115221,1264978,10754,86222358,455873,36.04,1.85,0.15,0.006696429,0.002898528
16-Apr-14,67.8,68.2,66.15,66.35,66.9568741,1450474,12535,97119205,697658,48.1,2.05,-1.45,-0.019216556,-0.008426874
17-Apr-14,66.5,68.1,66.3,67.4,67.24745986,1459861,11477,98171944,454360,31.12,1.8,0.9,0.01582517,0.006818969
21-Apr-14,67.95,69.1,67.8,68.35,68.40103758,1369146,10103,93651007,538736,39.35,1.3,0.4,0.014094955,0.006078622
22-Apr-14,68.55,69.35,68.35,68.5,68.80569007,1146699,8883,78899416,427515,37.28,1,-0.05,0.002194587,0.000952053
23-Apr-14,69.75,70.45,68.5,68.85,69.52852464,2574739,19054,179017804,927806,36.03,1.95,-0.9,0.005109489,0.002213373
25-Apr-14,69.25,69.5,67.5,67.75,68.3152742,1400067,11061,95645961,490116,35.01,2,-1.5,-0.015976761,-0.006994645
28-Apr-14,67.85,68.6,67.4,68,67.9953496,947230,8140,64407235,301793,31.86,1.2,0.15,0.003690037,0.001599613
29-Apr-14,68.05,68.9,67.25,67.5,67.94176694,812116,6793,55176596,327701,40.35,1.65,-0.55,-0.007352941,-0.00320514
30-Apr-14,67.85,68.2,63.1,64.25,65.58133065,2125816,16539,139413842,885970,41.68,5.1,-3.6,-0.048148148,-0.021430641
2-May-14,65,65.1,63.5,63.7,63.99672911,1162375,9711,74388198,501048,43.11,1.6,-1.3,-0.008560311,-0.0037337
5-May-14,64.15,64.15,62.4,62.95,63.04549822,1003402,10684,63259979,361236,36,1.75,-1.2,-0.01177394,-0.005143698
6-May-14,63,64.25,63,63.3,63.53102753,948738,7892,60274300,337211,35.54,1.25,0.3,0.005559968,0.002407976
7-May-14,63.25,63.75,62.9,63.05,63.31654632,866960,6349,54892913,317636,36.64,0.85,-0.2,-0.003949447,-0.001718619
8-May-14,63.05,63.4,62.3,62.45,62.76612324,575427,4670,36117322,269005,46.75,1.1,-0.6,-0.009516257,-0.004152648
9-May-14,62.95,65.4,62.5,65,64.08631662,1310524,11583,83986656,496792,37.91,2.9,2.05,0.040832666,0.017380914
12-May-14,65.9,66.15,64.85,65.1,65.48323703,1385763,10125,90744247,632516,45.64,1.3,-0.8,0.001538462,0.000667632
13-May-14,65.6,66.7,65.25,65.7,65.97220711,1336241,11172,88154768,488743,36.58,1.45,0.1,0.00921659,0.003984381
14-May-14,65.85,67.1,65.65,66.8,66.66517062,1159280,9354,77283599,365465,31.53,1.45,0.95,0.01674277,0.007211093
15-May-14,66.65,67.65,65.5,65.75,66.48355994,903342,7767,60057392,374191,41.42,2.15,-0.9,-0.015718563,-0.006880705
16-May-14,67.6,68.8,66.5,67.35,67.60971905,2445487,17024,165338689,943579,38.58,2.3,-0.25,0.024334601,0.010441843
19-May-14,67.9,71.75,67.6,71.25,69.95187242,3282650,23865,229627514,1261148,38.42,4.15,3.35,0.057906459,0.024447269
20-May-14,72.35,74,71.2,73.05,72.78400085,3239934,22419,235815359,1047251,32.32,2.8,0.7,0.025263158,0.010835352
21-May-14,73.9,74.25,72.4,73.2,73.32059411,1923220,14527,141011633,683455,35.54,1.85,-0.7,0.002053388,0.000890861
22-May-14,73.6,77,73.55,76.2,75.19670411,3829381,25880,287956830,1388137,36.25,3.45,2.6,0.040983607,0.01744389
23-May-14,77.5,78,76.5,77.25,77.30954887,2741467,20326,211941577,1047709,38.22,1.5,-0.25,0.013779528,0.005943517
26-May-14,78,78.9,70.55,73.35,75.98990999,3213375,23546,244184077,1216761,37.87,8.35,-4.65,-0.050485437,-0.02249837
27-May-14,73.75,73.8,70.7,72.3,72.02767247,1354704,11596,97576176,422074,31.16,3.1,-1.45,-0.014314928,-0.006261821
28-May-14,72.3,73.2,71.25,71.4,71.89105458,1308793,9526,94090509,678342,51.83,1.95,-0.9,-0.012448133,-0.005440086
29-May-14,71.5,72.85,71.4,72.25,72.2248742,1203255,10170,86904941,372963,31,1.45,0.75,0.011904762,0.00513964
30-May-14,72.35,73.5,72.2,72.4,72.80066801,1205371,9133,87751814,466741,38.72,1.3,0.05,0.002076125,0.000900715
2-Jun-14,73,74.4,72.9,74.25,73.74220477,1533919,10166,113114569,601081,39.19,1.5,1.25,0.025552486,0.010957892
3-Jun-14,74.55,75.2,73.6,74.1,74.3589537,1249657,10454,92923187,346058,27.69,1.6,-0.45,-0.002020202,-0.00087825
4-Jun-14,74.45,75.8,74.2,75.3,75.12960255,1280947,10412,96237039,518070,40.44,1.6,0.85,0.016194332,0.006976768
5-Jun-14,76,78,75.85,77.25,77.15893083,2588107,20029,199695569,957982,37.01,2.15,1.25,0.025896414,0.011103512
6-Jun-14,77,77.45,75.6,76.15,76.46745468,2175520,15633,166356477,915969,42.1,1.85,-0.85,-0.014239482,-0.00622858
9-Jun-14,76.3,81.6,75.75,80.7,79.31298436,5823227,35892,461857512,1969256,33.82,5.85,4.4,0.059750492,0.025203627
10-Jun-14,82.1,83.2,79.2,81.95,81.86390844,6364311,46695,521007373,1585770,24.92,4,-0.15,0.015489467,0.006675423
11-Jun-14,78.5,79.65,76.9,77.85,78.29256276,5302117,35210,415116328,1526483,28.79,2.75,-0.65,-0.050030506,-0.022290341
12-Jun-14,77.25,77.65,75.9,76.35,76.76097333,2738276,16317,210192731,1130818,41.3,1.75,-0.9,-0.019267823,-0.008449576
13-Jun-14,76.4,76.75,72.25,72.6,74.1384582,3255098,20071,241327947,1630321,50.09,4.5,-3.8,-0.049115914,-0.021872421
16-Jun-14,73,73.5,70.8,72.75,72.31047253,1944916,15526,140637795,619180,31.84,2.7,-0.25,0.002066116,0.000896377
17-Jun-14,73,73.8,72.35,73.55,73.17500852,1232260,10008,90170636,494119,40.1,1.45,0.55,0.010996564,0.004749679
18-Jun-14,74,74.45,71.65,72.3,73.11331151,1644449,10922,120231112,656718,39.94,2.8,-1.7,-0.016995241,-0.00744438
19-Jun-14,72.6,73.4,71.65,71.95,72.44781694,1352412,8456,97979297,552469,40.85,1.75,-0.65,-0.004840941,-0.002107499
20-Jun-14,71.9,73.15,71.5,71.65,72.25751726,1303800,10325,94209351,433800,33.27,1.65,-0.25,-0.004169562,-0.001814604
23-Jun-14,71.5,72.55,71,71.55,71.63533623,1148872,8197,82299832,452376,39.38,1.55,0.05,-0.001395673,-0.000606557
24-Jun-14,72.45,73.8,72.45,73.05,73.21623118,1176070,9368,86107413,469824,39.95,1.35,0.6,0.020964361,0.009010582
25-Jun-14,73.5,74.1,73.25,73.35,73.55569423,901422,7741,66304721,382443,42.43,0.85,-0.15,0.004106776,0.001779898
26-Jun-14,73.4,73.65,72.4,72.65,73.04009577,905931,6378,66169287,391461,43.21,1.25,-0.75,-0.009543286,-0.0041645
27-Jun-14,72.95,73.3,72.15,73,72.79403419,947332,8551,68960118,360369,38.04,1.15,0.05,0.004817619,0.002087241
30-Jun-14,73.7,74.75,73.5,74.5,74.16404407,1302528,9511,96600744,591672,45.42,1.25,0.8,0.020547945,0.008833413
1-Jul-14,76.05,76.8,75.25,75.35,75.79865394,2536285,15992,192246989,1132435,44.65,1.55,-0.7,0.011409396,0.004926984
2-Jul-14,75.85,76.1,74.9,75.25,75.46866108,1021621,7630,77100369,379342,37.13,1.2,-0.6,-0.00132714,-0.000576752
3-Jul-14,76,76,74.3,74.5,74.76847284,492940,2993,36856371,254236,51.58,1.7,-1.5,-0.009966777,-0.004350232
4-Jul-14,74.5,75.1,73.6,74.3,74.35668186,759220,6000,56453080,308349,40.61,1.5,-0.2,-0.002684564,-0.001167459
7-Jul-14,74.9,75.25,74.35,74.5,74.72286308,933387,6947,69745349,383885,41.13,0.9,-0.4,0.00269179,0.001167459
8-Jul-14,74.85,74.9,71.25,71.75,73.22261465,1335559,11285,97793122,650787,48.73,3.65,-3.1,-0.036912752,-0.016334367
9-Jul-14,71.3,71.9,69.3,69.55,70.28719962,1658592,12059,116577787,827628,49.9,2.6,-1.75,-0.030662021,-0.013524771
10-Jul-14,69.5,72.75,68.4,70.7,70.56025639,2243762,22342,158320422,623284,27.78,4.35,1.2,0.016534867,0.007122279
11-Jul-14,70.95,71.5,68.1,68.25,69.57977973,1231566,12750,85692091,532468,43.24,3.4,-2.7,-0.034653465,-0.015316758
14-Jul-14,68.25,68.95,67.7,68.4,68.40234641,653084,6669,44672478,252092,38.6,1.25,0.15,0.002197802,0.000953446
15-Jul-14,68.95,69.85,68.95,69.6,69.43604522,747278,6048,51888029,291845,39.05,0.9,0.65,0.01754386,0.007553138
16-Jul-14,69.95,71.9,69.95,71.5,70.91819884,1335140,9858,94685724,425612,31.88,1.95,1.55,0.027298851,0.011696802
17-Jul-14,71.5,72.6,71,71.9,71.9522682,1422029,11072,102318212,464329,32.65,1.6,0.4,0.005594406,0.002422849
18-Jul-14,71.7,74.25,70.15,73.8,72.72699761,2599882,16770,189081612,750188,28.85,4.1,2.1,0.026425591,0.011327471
21-Jul-14,74.25,74.6,72.7,72.9,73.71177962,1552784,10915,114458472,711105,45.8,1.9,-1.35,-0.012195122,-0.005328834
22-Jul-14,73.1,73.9,72.4,73.05,73.22265974,1064346,8111,77934245,377742,35.49,1.5,-0.05,0.002057613,0.000892692
23-Jul-14,73.4,73.8,72,72.5,72.81011351,925969,7747,67419908,312987,33.8,1.8,-0.9,-0.00752909,-0.003282214
24-Jul-14,72,72.45,71.1,71.3,71.79340511,1551839,13788,111411806,463682,29.88,1.35,-0.7,-0.016551724,-0.007248477
25-Jul-14,71.4,71.5,68.9,69.6,70.07104433,1394383,11805,97705873,647238,46.42,2.6,-1.8,-0.023842917,-0.01048029
28-Jul-14,69.4,70.15,69,69.3,69.54299382,589922,7162,41024942,248295,42.09,1.15,-0.1,-0.004310345,-0.001876005
30-Jul-14,69.2,69.4,68.65,69.25,69.08961194,619750,5875,42818287,241601,38.98,0.75,0.05,-0.000721501,-0.000313457
31-Jul-14,69.1,69.7,68.2,68.6,69.06681462,811080,6960,56018712,357762,44.11,1.5,-0.5,-0.009386282,-0.004095662
1-Aug-14,67.85,68.9,67.5,67.85,68.16018534,928437,8006,63282438,361662,38.95,1.4,0,-0.010932945,-0.004774264
4-Aug-14,68.1,68.6,68.05,68.2,68.25427282,559525,5652,38189972,252252,45.08,0.55,0.1,0.005158438,0.002234523
5-Aug-14,68.55,69.45,68.15,68.65,68.698579,736946,8005,50627143,207332,28.13,1.3,0.1,0.00659824,0.002856167
6-Aug-14,68.35,69.25,67.75,68,68.50578655,707071,8133,48438455,305352,43.19,1.5,-0.35,-0.009468318,-0.004131629
7-Aug-14,68,68.35,67.15,67.35,67.59781,689679,5440,46620790,288512,41.83,1.2,-0.65,-0.009558824,-0.004171313
8-Aug-14,66.55,66.75,65.65,65.8,66.02417241,941652,9327,62171794,416299,44.21,1.1,-0.75,-0.023014105,-0.010111706
11-Aug-14,66.5,66.8,66.05,66.15,66.41635065,530034,5333,35202924,242778,45.8,0.75,-0.35,0.005319149,0.002303955
12-Aug-14,66.6,67.3,66.5,66.9,66.8869776,535938,7587,35847273,192850,35.98,0.8,0.3,0.011337868,0.004896269
13-Aug-14,67,67.2,65.25,65.5,66.01834825,634611,7335,41895970,273859,43.15,1.95,-1.5,-0.020926756,-0.009184818
14-Aug-14,65.6,66.4,65.5,66.25,66.03548965,468052,5989,30908043,217467,46.46,0.9,0.65,0.011450382,0.004944583
18-Aug-14,66,68.15,66,67.85,67.52872739,657021,7137,44367792,248025,37.75,2.15,1.85,0.024150943,0.010363969
19-Aug-14,68.15,69.9,67.65,69.55,68.84367207,1110403,10385,76444220,344272,31,2.25,1.4,0.025055269,0.010747282
20-Aug-14,69.65,70,68.7,68.95,69.21068892,810484,10720,56094156,260769,32.17,1.3,-0.7,-0.008626887,-0.003762864
21-Aug-14,68.8,69.25,68.05,68.55,68.73512391,775691,8330,53317217,238304,30.72,1.2,-0.25,-0.005801305,-0.002526811
22-Aug-14,68.5,69.5,68.2,68.35,68.70094254,772915,10604,53099989,212656,27.51,1.3,-0.15,-0.002917578,-0.00126894
